Player,Nation,Position,Squad,Age,Born,Matches Played,Starts,Minutes Played,90s,Goals Scored,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Card,Red Cards,Gls/90,Ast/90,G+A /90,G-PK /90,G+A-PK /90,multi_club_season,Season,season_start_year,prev_ga90,career_seasons_so_far,cum_minutes,minutes_prev_season,minutes_trend,ga90_ewm,ga90_prev_season,ga90_2_seasons_ago,age_sq,matches,avg_possession,avg_shots_for,avg_sot_for,avg_shots_against,goals_for,goals_against,shot_share,target_next_ga90,target_next_90s,target_season,has_target,forecast_2627_ga90,forecast_2627_p10,forecast_2627_p50,forecast_2627_p90,forecast_delta,early_2627_90s,early_2627_ga90
Pedro Porro,Spain,DF,Tottenham,25,1999,34,32,2796,31.1,1,2,3,1,0,0,10,0,0.0321543408360128,0.0643086816720257,0.0964630225080385,0.0321543408360128,0.0964630225080385,False,2025-26,2025,0.0964630225080385,4,9626,2610.0,186.0,0.1648439879310007,0.2758620689655172,0.2915451895043732,625,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.1223559768203493,0.0,0.1646143502976923,0.18036558736292402,0.025892954312310798,2.0,0.0
Phil Foden,England,MF,Manchester City,25,2000,33,23,2086,23.2,7,5,12,7,0,0,4,0,0.3017241379310345,0.2155172413793103,0.5172413793103449,0.3017241379310345,0.5172413793103449,False,2025-26,2025,0.5172413793103449,5,10690,1777.0,309.0,0.5372413796981712,0.4568527918781726,0.8517350157728707,625,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.5453686364848627,0.0,0.47457567100978737,0.6093860876386881,0.028127257174517806,2.4,0.83
Piero Hincapié,Ecuador,DF,Arsenal,23,2002,25,20,1792,19.9,1,2,3,1,0,0,2,0,0.050251256281407,0.100502512562814,0.1507537688442211,0.050251256281407,0.1507537688442211,False,2025-26,2025,0.1507537688442211,1,1792,,,0.1507537688442211,,,529,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.0970184442952606,0.0,0.08895163884525908,0.19634321636198263,-0.05373532454896049,0.4,0.0
Quilindschy Hartman,Netherlands,DF,Burnley,23,2001,21,21,1825,20.3,0,5,5,0,0,0,1,0,0.0,0.2463054187192118,0.2463054187192118,0.0,0.2463054187192118,False,2025-26,2025,0.2463054187192118,1,1825,,,0.2463054187192118,,,529,,,,,,,,,,,,False,0.08462484141552436,0.0,0.14233339978534837,0.25280625014309305,-0.16168057730368746,,
Radu Drăgușin,Romania,DF,Tottenham,23,2002,10,5,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,3,2198,1252.0,-735.0,0.0,0.0,0.0,529,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.05467393001381134,0.0,0.0428326299772469,0.13308973928655055,0.05467393001381134,,
Randal Kolo Muani,France,"FW,MF",Tottenham,26,1998,30,21,1664,18.5,1,1,2,1,0,0,3,0,0.054054054054054,0.054054054054054,0.1081081081081081,0.054054054054054,0.1081081081081081,False,2025-26,2025,0.1081081081081081,1,1664,,,0.1081081081081081,,,676,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.1663535003021532,0.0,0.16363790812901816,0.40141966106035537,0.058245392194045106,,
Rayan,Brazil,MF,Bournemouth,18,2006,15,13,1111,12.3,5,2,7,5,0,0,1,0,0.4065040650406504,0.1626016260162601,0.5691056910569106,0.4065040650406504,0.5691056910569106,False,2025-26,2025,0.5691056910569106,1,1111,,,0.5691056910569106,,,324,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.36083578227055396,0.0,0.34944096628260457,0.5967411407687956,-0.2082699087863566,3.9,0.0
Rayan Aït-Nouri,Algeria,DF,Manchester City,24,2001,17,12,974,10.8,0,2,2,0,0,0,2,0,0.0,0.1851851851851851,0.1851851851851851,0.0,0.1851851851851851,False,2025-26,2025,0.1851851851851851,5,9316,3109.0,-2135.0,0.2067723586131049,0.3188405797101449,0.1158301158301158,576,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.30636229950022925,0.0,0.22344806147703944,0.3656572554601237,0.12117711431504416,,
Rayan Cherki,France,MF,Manchester City,21,2003,33,19,1786,19.8,4,12,16,4,0,0,1,0,0.202020202020202,0.6060606060606061,0.8080808080808081,0.202020202020202,0.8080808080808081,False,2025-26,2025,0.8080808080808081,1,1786,,,0.8080808080808081,,,441,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.4787070357905414,0.0,0.409982990136789,0.7541585174851594,-0.32937377229026665,2.4,1.64
Raúl Jiménez,Mexico,FW,Fulham,34,1991,36,27,2189,24.3,9,3,12,5,4,4,5,0,0.3703703703703703,0.1234567901234567,0.4938271604938271,0.205761316872428,0.3292181069958847,False,2025-26,2025,0.4938271604938271,5,9555,2494.0,-305.0,0.489862570563772,0.5415162454873647,0.4516129032258064,1156,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.5515850741884787,0.0,0.5453900035333009,0.6983253070012325,0.05775791369465161,,
Reece James,England,"DF,MF",Chelsea,25,1999,29,20,1963,21.8,2,4,6,2,0,0,4,0,0.091743119266055,0.18348623853211,0.2752293577981651,0.091743119266055,0.2752293577981651,False,2025-26,2025,0.2752293577981651,5,6553,1063.0,900.0,0.2646000968267774,0.1694915254237288,0.425531914893617,625,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.26281764801069835,0.0,0.345581252269509,0.5164748457216355,-0.012411709787466751,3.3,0.0
Reinildo Mandava,Mozambique,DF,Sunderland,31,1994,25,23,1966,21.8,0,1,1,0,0,0,7,1,0.0,0.0458715596330275,0.0458715596330275,0.0,0.0458715596330275,False,2025-26,2025,0.0458715596330275,1,1966,,,0.0458715596330275,,,961,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.06456670058192963,0.0,0.05306388355878871,0.1165458243965224,0.018695140948902136,4.0,0.0
Riccardo Calafiori,Italy,DF,Arsenal,23,2002,26,22,1699,18.9,1,2,3,1,0,0,5,0,0.0529100529100529,0.1058201058201058,0.1587301587301587,0.0529100529100529,0.1587301587301587,False,2025-26,2025,0.1587301587301587,2,2682,983.0,716.0,0.1975632250861609,0.2752293577981651,,529,38.0,56.44736842105263,14.526315789473683,4.894736842105263,8.157894736842104,71.0,27.0,0.640371229698376,,,,False,0.11613797346183978,0.0,0.11518406121303502,0.2503146479437112,-0.04259218526831891,3.6,0.55
Richarlison,Brazil,"FW,MF",Tottenham,28,1997,32,20,1964,21.8,11,4,15,11,0,0,5,0,0.5045871559633027,0.18348623853211,0.6880733944954128,0.5045871559633027,0.6880733944954128,False,2025-26,2025,0.6880733944954128,5,7492,504.0,1460.0,0.7394947977922076,0.8928571428571429,0.9036144578313252,784,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.566534160206361,0.0,0.4996784261380898,0.9198377441409167,-0.12153923428905178,0.7,0.0
Rico Henry,Jamaica,DF,Brentford,28,1997,25,14,1328,14.8,0,1,1,0,0,0,2,0,0.0,0.0675675675675675,0.0675675675675675,0.0,0.0675675675675675,False,2025-26,2025,0.0675675675675675,5,7842,99.0,1229.0,0.0640801937098233,0.0,0.2222222222222222,784,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.08597540644232976,0.0,0.06913315926585985,0.1310353248411281,0.01840783887476226,0.0,0.0
Rio Ngumoha,England,MF,Liverpool,16,2008,19,5,560,6.2,2,1,3,2,0,0,0,0,0.3225806451612903,0.1612903225806451,0.4838709677419354,0.3225806451612903,0.4838709677419354,False,2025-26,2025,0.4838709677419354,1,560,,,0.4838709677419354,,,256,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.37731223693622384,0.0,0.3311988534950812,0.5229346526477451,-0.10655873080571154,1.1,0.0
Robert Sánchez,Spain,GK,Chelsea,27,1997,35,35,3039,33.8,0,1,1,0,0,0,3,1,0.0,0.029585798816568,0.029585798816568,0.0,0.029585798816568,False,2025-26,2025,0.029585798816568,5,12751,2880.0,159.0,0.019723865877712,0.0,0.0,729,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.011725846346484726,0.0,0.004787199032785829,0.02134539155562715,-0.017859952470083276,1.0,0.0
Robin Roefs,Netherlands,GK,Sunderland,22,2003,35,35,3150,35.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,3150,,,0.0,,,484,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.029343124571816495,0.0,0.00467458260869855,0.04342978523037433,0.029343124571816495,4.0,0.0
Rodri,Spain,MF,Manchester City,29,1996,21,17,1511,16.8,1,0,1,1,0,0,3,0,0.0595238095238095,0.0,0.0595238095238095,0.0595238095238095,0.0595238095238095,False,2025-26,2025,0.0595238095238095,5,10310,73.0,1438.0,0.0878978531761189,0.0,0.5214723926380368,841,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.13907075481816064,0.0,0.13812377813473914,0.362202947303513,0.07954694529435113,,
Rodrigo Bentancur,Uruguay,MF,Tottenham,28,1997,26,23,1883,20.9,1,1,2,1,0,0,7,0,0.0478468899521531,0.0478468899521531,0.0956937799043062,0.0478468899521531,0.0956937799043062,False,2025-26,2025,0.0956937799043062,5,7394,1645.0,238.0,0.114929997735312,0.1092896174863388,0.1785714285714285,784,38.0,50.42105263157895,11.447368421052632,3.842105263157895,12.289473684210526,48.0,57.0,0.4822616407982262,,,,False,0.13917805299682934,0.0,0.15116490360180979,0.33483505460827084,0.04348427309252313,3.2,0.0
Rodrigo Gomes,Portugal,"MF,FW",Wolves,22,2003,22,9,960,10.7,3,0,3,3,0,0,0,0,0.2803738317757009,0.0,0.2803738317757009,0.2803738317757009,0.2803738317757009,False,2025-26,2025,0.2803738317757009,2,1770,810.0,150.0,0.2609899619245414,0.2222222222222222,,484,,,,,,,,,,,,False,0.42001455335314386,0.0,0.27978640078066586,0.73315594495882,0.13964072157744295,,
Rodrigo Muniz,Brazil,FW,Fulham,24,2001,21,10,1000,11.1,1,1,2,1,0,0,2,0,0.0900900900900901,0.0900900900900901,0.1801801801801802,0.0900900900900901,0.1801801801801802,False,2025-26,2025,0.1801801801801802,3,3557,964.0,36.0,0.369810647016413,0.8411214953271029,0.5649717514124294,576,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.5012968435610201,0.0,0.330534637487593,0.791295413366123,0.3211166633808399,0.3,0.0
Ross Barkley,England,MF,Aston Villa,31,1993,21,7,857,9.5,3,1,4,3,0,0,1,0,0.3157894736842105,0.1052631578947368,0.4210526315789473,0.3157894736842105,0.4210526315789473,False,2025-26,2025,0.4210526315789473,4,4235,581.0,276.0,0.4588819171022101,0.6153846153846154,0.3092783505154639,961,38.0,53.6578947368421,12.710526315789474,4.473684210526316,12.894736842105264,56.0,49.0,0.4964028776978417,,,,False,0.36834322672576564,0.0,0.30854581589294233,0.6138799118449859,-0.05270940485318165,3.4,0.0
Ryan Christie,Scotland,MF,Bournemouth,30,1995,26,9,994,11.0,2,0,2,2,0,0,3,1,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,False,2025-26,2025,0.1818181818181818,4,7852,2117.0,-1123.0,0.1835911020857115,0.2127659574468085,0.1547987616099071,900,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.2821204329377232,0.0,0.26081224360185395,0.46209952514409613,0.10030225111954141,0.3,0.0
Ryan Gravenberch,Netherlands,MF,Liverpool,23,2002,36,34,2992,33.2,5,3,8,5,0,0,5,0,0.1506024096385542,0.0903614457831325,0.2409638554216867,0.1506024096385542,0.2409638554216867,False,2025-26,2025,0.2409638554216867,3,7273,3160.0,-168.0,0.1948559289389276,0.1139601139601139,0.08,529,38.0,59.31578947368421,15.473684210526317,4.605263157894737,11.447368421052632,63.0,53.0,0.5747800586510264,,,,False,0.26756289958184115,0.0,0.332272497741353,0.4859246816450226,0.02659904416015446,2.0,0.49
Ryan Sessegnon,England,"DF,MF",Fulham,25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.147783251231527,0.0492610837438423,0.1970443349753694,0.147783251231527,0.1970443349753694,False,2025-26,2025,0.1970443349753694,4,4263,580.0,1243.0,0.3625428247075757,0.9375,0.2222222222222222,625,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.3068093056802126,0.0,0.29235135357456543,0.6036642548166827,0.10976497070484317,0.6,0.0
Ryan Yates,England,MF,Nottingham,27,1997,22,2,617,6.9,0,2,2,0,0,0,3,0,0.0,0.2898550724637681,0.2898550724637681,0.0,0.2898550724637681,False,2025-26,2025,0.2898550724637681,4,6361,1915.0,-1298.0,0.234870237691942,0.1408450704225352,0.090497737556561,729,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.2324960295963243,0.0,0.24432076482640355,0.38307874027022026,-0.05735904286744384,,
Rúben Dias,Portugal,DF,Manchester City,28,1997,26,24,2141,23.8,2,0,2,2,0,0,3,0,0.0840336134453781,0.0,0.0840336134453781,0.0840336134453781,0.0840336134453781,False,2025-26,2025,0.0840336134453781,5,11371,2271.0,-130.0,0.0587967188540001,0.0,0.0,784,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.06947705267385637,0.0,0.14542046336616768,0.13441473071437537,-0.014556560771521732,4.0,0.0
Sam Johnstone,England,GK,Wolves,32,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,4,4316,630.0,450.0,0.0,0.0,0.0,1024,,,,,,,,,,,,False,0.07773704670270952,0.0,0.00233584292784382,0.0061030212460615185,0.07773704670270952,,
Samuel Chukwueze,Nigeria,MF,Fulham,26,1999,23,10,1079,12.0,3,4,7,3,0,0,0,0,0.25,0.3333333333333333,0.5833333333333334,0.25,0.5833333333333334,False,2025-26,2025,0.5833333333333334,1,1079,,,0.5833333333333334,,,676,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.31631787377006804,0.0,0.31985994921660676,0.6057187890667338,-0.26701545956326533,,
Sander Berge,Norway,MF,Fulham,27,1998,35,34,2905,32.3,0,1,1,0,0,0,5,0,0.0,0.0309597523219814,0.0309597523219814,0.0,0.0309597523219814,False,2025-26,2025,0.0309597523219814,3,8134,2224.0,681.0,0.0306198748014806,0.0,0.0898203592814371,729,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.11352989626627531,0.0,0.1417917363202701,0.3238024237490037,0.0825701439442939,3.0,0.0
Sandro Tonali,Italy,MF,Newcastle,25,2000,35,31,2534,28.2,0,2,2,0,0,0,4,0,0.0,0.0709219858156028,0.0709219858156028,0.0,0.0709219858156028,False,2025-26,2025,0.0709219858156028,3,5602,2630.0,-96.0,0.1156191612951408,0.2054794520547945,0.2040816326530612,625,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.12916438917742956,0.0,0.14241944440458296,0.38508117821446036,0.05824240336182676,3.8,0.0
Santiago Bueno,Uruguay,DF,Wolves,26,1998,29,28,2553,28.4,3,1,4,3,0,0,4,0,0.1056338028169014,0.0352112676056338,0.1408450704225352,0.1056338028169014,0.1408450704225352,False,2025-26,2025,0.1408450704225352,3,5062,1687.0,866.0,0.0938967136150234,0.0,0.0,676,,,,,,,,,,,,False,0.08342975575319805,0.0,0.038905703342288635,0.11487855194647675,-0.057415314669337136,,
Saša Lukić,Serbia,MF,Fulham,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.0518134715025906,0.1036269430051813,0.155440414507772,0.0518134715025906,0.155440414507772,False,2025-26,2025,0.155440414507772,4,5612,2344.0,-610.0,0.1266468860251243,0.0769230769230769,0.08,784,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.08581459437920806,0.0,0.10241694984732908,0.3522689989255399,-0.06962582012856393,3.6,0.27
Sean Longstaff,England,MF,Leeds United,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.1785714285714285,0.1785714285714285,0.3571428571428571,0.1785714285714285,0.3571428571428571,False,2025-26,2025,0.3571428571428571,5,8538,798.0,213.0,0.2634484817427591,0.0,0.2622950819672131,729,38.0,45.73684210526316,12.552631578947368,3.973684210526316,12.526315789473683,49.0,56.0,0.5005246589716683,,,,False,0.24520181345083292,0.0,0.2265480002004901,0.5227855843568925,-0.11194104369202418,0.1,0.0
Senne Lammens,Belgium,GK,Manchester Utd,23,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,1,2880,,,0.0,,,529,38.0,51.92105263157895,15.657894736842104,5.657894736842105,11.578947368421051,69.0,50.0,0.5748792270531401,,,,False,0.042463846439515084,0.0,0.0026261365699462623,0.0454500809010114,0.042463846439515084,4.0,0.0
Sepp van den Berg,Netherlands,DF,Brentford,23,2001,32,30,2763,30.7,0,2,2,0,0,0,2,0,0.0,0.0651465798045602,0.0651465798045602,0.0,0.0651465798045602,False,2025-26,2025,0.0651465798045602,2,5349,2586.0,177.0,0.0434310532030401,0.0,,529,38.0,47.5,10.657894736842104,3.8684210526315783,13.263157894736842,55.0,52.0,0.4455445544554455,,,,False,0.09403039761378121,0.0,0.07085181604619151,0.14858593015058416,0.028883817809221002,,
Simon Adingra,Ivory Coast,"MF,FW",Sunderland,23,2002,14,9,653,7.3,1,0,1,1,0,0,2,0,0.136986301369863,0.0,0.136986301369863,0.136986301369863,0.136986301369863,False,2025-26,2025,0.136986301369863,3,3972,1097.0,-444.0,0.1956729247615344,0.3278688524590164,0.2834008097165992,529,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.49009120512652804,0.0,0.28640854757303913,0.6272903347625952,0.35310490375666503,,
Soungoutou Magassa,France,MF,West Ham,21,2003,22,11,981,10.9,1,0,1,1,0,0,4,0,0.091743119266055,0.0,0.091743119266055,0.091743119266055,0.091743119266055,False,2025-26,2025,0.091743119266055,1,981,,,0.091743119266055,,,441,,,,,,,,,,,,False,0.1297512370067377,0.0,0.12078857533885086,0.3194814881482214,0.03800811774068272,,
Sven Botman,Netherlands,DF,Newcastle,25,2000,25,21,1835,20.4,1,1,2,1,0,0,2,0,0.0490196078431372,0.0490196078431372,0.0980392156862745,0.0490196078431372,0.0980392156862745,False,2025-26,2025,0.0980392156862745,4,6751,412.0,1423.0,0.0847252481239409,0.0,0.261437908496732,625,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.07274118011326482,0.0,0.07923949403152342,0.14436884559264707,-0.025298035573009678,4.0,0.0
Sávio,Brazil,MF,Manchester City,21,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.1075268817204301,0.1075268817204301,0.2150537634408602,0.1075268817204301,0.2150537634408602,False,2025-26,2025,0.2150537634408602,2,2599,1766.0,-933.0,0.296430400117036,0.4591836734693877,,441,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.440369068136411,0.0,0.2275296206277704,0.5223198281036956,0.22531530469555083,1.7,0.0
Taiwo Awoniyi,Nigeria,FW,Nottingham,27,1997,17,3,494,5.5,4,1,5,4,0,0,2,0,0.7272727272727273,0.1818181818181818,0.9090909090909092,0.7272727272727273,0.9090909090909092,False,2025-26,2025,0.9090909090909092,4,3356,416.0,78.0,0.7379569086215763,0.2173913043478261,0.7758620689655172,729,38.0,46.8421052631579,12.526315789473683,4.105263157894737,13.289473684210526,48.0,51.0,0.4852191641182466,,,,False,0.5101990870139783,0.0,0.4318152548860687,0.8587196996299482,-0.39889182207693086,2.6,0.0
Thierno Barry,France,FW,Everton,22,2002,38,21,1914,21.3,8,0,8,8,0,0,3,0,0.3755868544600939,0.0,0.3755868544600939,0.3755868544600939,0.3755868544600939,False,2025-26,2025,0.3755868544600939,1,1914,,,0.3755868544600939,,,484,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.39948571485325407,0.0,0.44084610380466044,0.6132924646316074,0.023898860393160193,3.6,0.28
Tijjani Reijnders,Netherlands,MF,Manchester City,27,1998,28,19,1631,18.1,5,2,7,5,0,0,2,0,0.2762430939226519,0.1104972375690607,0.3867403314917126,0.2762430939226519,0.3867403314917126,False,2025-26,2025,0.3867403314917126,1,1631,,,0.3867403314917126,,,729,38.0,60.6578947368421,15.657894736842104,5.394736842105263,9.710526315789474,77.0,35.0,0.617219917012448,,,,False,0.1663649605488654,0.0,0.21324856896681307,0.5272921826653884,-0.2203753709428472,,
Tim Iroegbunam,England,MF,Everton,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.1212121212121212,0.1212121212121212,0.0,0.1212121212121212,False,2025-26,2025,0.1212121212121212,4,2317,574.0,913.0,0.115530303030303,0.15625,0.0,484,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.182924986203878,0.0,0.11232112021765368,0.3757095480681117,0.06171286499175681,0.1,0.0
Tim Iroegbunam,England,MF,Everton,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.1212121212121212,0.1212121212121212,0.0,0.1212121212121212,False,2025-26,2025,0.1212121212121212,4,2317,574.0,913.0,0.115530303030303,0.15625,0.0,484,38.0,43.76315789473684,11.105263157894736,3.736842105263158,13.973684210526317,47.0,50.0,0.4428121720881427,,,,False,0.182924986203878,0.0,0.11232112021765368,0.3757095480681117,0.06171286499175681,0.2,0.0
Timothy Castagne,Belgium,"DF,MF",Fulham,29,1995,30,20,1845,20.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,11509,1649.0,196.0,0.0261893229708886,0.0546448087431694,0.136518771331058,841,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.02493722395443388,0.0,0.1111275082981693,0.18488980471396738,0.02493722395443388,3.5,0.28
Tino Livramento,England,DF,Newcastle,22,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0.0,0.0675675675675675,0.0675675675675675,0.0,0.0675675675675675,False,2025-26,2025,0.0675675675675675,5,7712,2840.0,-1512.0,0.0581587710985681,0.0316455696202531,0.0684931506849315,484,38.0,52.47368421052632,12.947368421052632,4.631578947368421,12.342105263157896,53.0,55.0,0.5119667013527576,,,,False,0.1023354545640963,0.0,0.0897559233064811,0.15049067920143622,0.0347678869965288,0.4,0.0
Tolu Arokodare,Nigeria,FW,Wolves,24,2000,33,13,1419,15.8,3,1,4,3,0,1,1,0,0.1898734177215189,0.0632911392405063,0.2531645569620253,0.1898734177215189,0.2531645569620253,False,2025-26,2025,0.2531645569620253,1,1419,,,0.2531645569620253,,,576,,,,,,,,,,,,False,0.3441045635138076,0.0,0.3049327649185723,0.6098380789614449,0.0909400065517823,,
Tom Cairney,Scotland,MF,Fulham,34,1991,24,6,775,8.6,2,0,2,2,0,0,3,0,0.2325581395348837,0.0,0.2325581395348837,0.2325581395348837,0.2325581395348837,False,2025-26,2025,0.2325581395348837,4,3879,628.0,147.0,0.2477115190293485,0.2857142857142857,0.303030303030303,1156,38.0,51.73684210526316,12.657894736842104,3.631578947368421,11.789473684210526,47.0,51.0,0.5177610333692142,,,,False,0.2274052708418342,0.0,0.17037780966746388,0.5857837603677204,-0.005152868693049484,,
Tomáš Souček,Czechia,MF,West Ham,30,1995,35,24,2200,24.4,5,0,5,5,0,0,3,1,0.2049180327868852,0.0,0.2049180327868852,0.2049180327868852,0.2049180327868852,False,2025-26,2025,0.2049180327868852,5,13514,2567.0,-367.0,0.2416063286290706,0.3508771929824561,0.2821316614420063,900,,,,,,,,,,,,False,0.3406111217719686,0.0,0.3369001820049942,0.4357877731941921,0.13569308898508342,,
Tosin Adarabioyo,England,DF,Chelsea,27,1997,16,8,795,8.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,4,5906,1409.0,-614.0,0.0381354400255247,0.1273885350318471,0.1111111111111111,729,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.14121334791410511,0.0,0.11789603532862873,0.17360154789712678,0.14121334791410511,0.1,0.0
Toti Gomes,Portugal,DF,Wolves,26,1999,19,17,1424,15.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,False,2025-26,2025,0.0,5,8154,2614.0,-1190.0,0.0195481070731518,0.0344827586206896,0.1298701298701298,676,,,,,,,,,,,,False,0.08771659893438033,0.0,0.05220947573408661,0.1143167780837976,0.08771659893438033,,
Trai Hume,Northern Ireland,"DF,MF",Sunderland,23,2002,38,34,3036,33.7,2,1,3,2,0,0,9,0,0.059347181008902,0.029673590504451,0.0890207715133531,0.059347181008902,0.0890207715133531,False,2025-26,2025,0.0890207715133531,1,3036,,,0.0890207715133531,,,529,38.0,44.89473684210526,10.421052631578949,3.421052631578948,14.210526315789474,42.0,48.0,0.4230769230769231,,,,False,0.10770877704554419,0.0,0.12609594589175788,0.2160459579880474,0.01868800553219109,2.2,0.0
Trevoh Chalobah,England,DF,Chelsea,26,1999,34,31,2783,30.9,3,0,3,3,0,0,3,1,0.0970873786407767,0.0,0.0970873786407767,0.0970873786407767,0.0970873786407767,False,2025-26,2025,0.0970873786407767,4,6792,952.0,1831.0,0.0948910280130363,0.0943396226415094,0.0,676,38.0,57.73684210526316,13.394736842105264,4.368421052631579,10.947368421052632,58.0,52.0,0.5502702702702702,,,,False,0.15435424189414926,0.0,0.08645942748435263,0.18666938005281875,0.05726686325337256,,
Tyler Adams,USA,MF,Bournemouth,26,1999,25,21,1772,19.7,2,2,4,2,0,0,8,0,0.1015228426395939,0.1015228426395939,0.2030456852791878,0.1015228426395939,0.2030456852791878,False,2025-26,2025,0.2030456852791878,4,6014,1965.0,-193.0,0.1659448299414769,0.1376146788990825,0.0,676,38.0,50.078947368421055,13.842105263157896,4.684210526315789,12.63157894736842,58.0,54.0,0.5228628230616302,,,,False,0.18524022461986414,0.0,0.26018442399351543,0.45918121647499127,-0.017805460659323646,2.2,0.0
